0;tcp;http;SF;331;955;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;6;0.00;0.00;0.00;0.00;1.00;0.00;0.00;38;255;1.00;0.00;0.03;0.01;0.00;0.00;0.00;0.00;normal
0;icmp;urp_i;SF;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0.00;0.00;0.00;0.00;0.22;0.22;0.00;255;16;0.06;0.01;0.06;0.00;0.00;0.00;0.00;0.00;normal
0;udp;private;SF;28;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;71;0.28;0.01;0.28;0.00;0.00;0.00;0.00;0.00;anomaly
0;udp;domain_u;SF;45;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;173;0.00;0.00;0.00;0.00;1.00;0.00;0.01;255;232;0.91;0.01;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;ftp;RSTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;3;0.00;0.00;1.00;1.00;0.01;0.06;0.00;255;3;0.01;0.07;0.00;0.00;0.00;0.00;1.00;1.00;anomaly
0;tcp;auth;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;7;1.00;1.00;0.00;0.00;0.03;0.07;0.00;255;7;0.03;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;kshell;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;2;1.00;1.00;0.00;0.00;0.02;0.07;0.00;255;2;0.01;0.06;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;finger;SF;9;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;235;12;0.05;0.03;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;283;912;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0.00;0.00;0.00;0.00;1.00;0.00;0.00;75;255;1.00;0.00;0.01;0.03;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;221;1789;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;10;0.50;0.10;0.00;0.10;1.00;0.00;0.40;73;255;1.00;0.00;0.01;0.02;0.01;0.00;0.00;0.00;normal
0;icmp;eco_i;SF;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1;123;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;anomaly
0;tcp;vmnet;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;2;1.00;1.00;0.00;0.00;0.01;0.06;0.00;255;3;0.01;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;telnet;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;1.00;1.00;0.00;0.00;0.07;0.13;0.00;255;52;0.20;0.03;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;ftp_data;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276;8;1.00;1.00;0.00;0.00;0.03;0.06;0.00;255;8;0.03;0.06;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;302;1380;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;5;0.00;0.00;0.00;0.00;1.00;0.00;0.00;212;187;0.88;0.02;0.00;0.00;0.00;0.01;0.00;0.01;normal
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;9;1.00;1.00;0.00;0.00;0.06;0.09;0.00;255;9;0.04;0.10;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;icmp;eco_i;SF;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21;0.00;0.00;0.00;0.00;1.00;0.00;1.00;2;60;1.00;0.00;1.00;0.50;0.00;0.00;0.00;0.00;anomaly
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301;20;1.00;1.00;0.00;0.00;0.07;0.06;0.00;255;19;0.07;0.05;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;355;870;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;28;28;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;icmp;eco_i;SF;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1;63;1.00;0.00;1.00;0.51;0.00;0.00;0.00;0.00;anomaly
18;tcp;telnet;SF;106;1468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;117;1;0.01;0.04;0.01;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;286;1423;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;16;16;0.00;0.00;0.00;0.00;1.00;0.00;0.00;64;255;1.00;0.00;0.02;0.05;0.00;0.00;0.00;0.00;normal
9235;tcp;other;RSTR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0.00;0.00;1.00;1.00;1.00;0.00;0.00;255;2;0.01;0.74;1.00;0.00;0.00;0.00;1.00;1.00;anomaly
0;tcp;sql_net;SH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1.00;1.00;0.00;0.00;1.00;0.00;0.00;255;1;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;icmp;ecr_i;SF;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;46;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;46;0.18;0.02;0.18;0.00;0.00;0.00;0.00;0.00;anomaly
0;tcp;http;SF;168;9551;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0.00;0.00;0.00;0.00;1.00;0.00;1.00;230;255;1.00;0.00;0.01;0.01;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;238;864;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;39;39;0.00;0.00;0.00;0.00;1.00;0.00;0.00;137;255;1.00;0.00;0.01;0.01;0.00;0.00;0.00;0.00;normal
0;tcp;private;RSTR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;1.00;1.00;1.00;0.00;0.00;255;1;0.00;0.38;0.36;0.00;0.00;0.00;0.37;1.00;anomaly
0;tcp;http;SF;291;10369;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;6;0.00;0.00;0.00;0.00;1.00;0.00;0.00;13;255;1.00;0.00;0.08;0.05;0.00;0.00;0.00;0.00;normal
0;tcp;vmnet;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;22;1.00;1.00;0.00;0.00;0.10;0.05;0.00;255;22;0.09;0.05;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;smtp;SF;749;330;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;27;129;0.74;0.11;0.04;0.02;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;198;6924;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;12;0.00;0.00;0.00;0.00;1.00;0.00;0.00;230;255;1.00;0.00;0.00;0.01;0.00;0.00;0.01;0.01;normal
0;tcp;mtp;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;11;0.00;0.00;1.00;1.00;0.04;0.06;0.00;255;11;0.04;0.07;0.00;0.00;0.00;0.00;1.00;1.00;anomaly
0;tcp;http;SF;167;709;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4;0.00;0.00;0.00;0.25;1.00;0.00;0.75;5;255;1.00;0.00;0.20;0.02;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;241;851;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;17;35;0.00;0.00;0.00;0.00;1.00;0.00;0.06;127;255;1.00;0.00;0.01;0.03;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;337;3360;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;6;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;smtp;SF;729;328;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;106;156;0.41;0.04;0.01;0.01;0.00;0.01;0.00;0.00;normal
0;icmp;eco_i;SF;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1;111;1.00;0.00;1.00;0.51;0.00;0.00;0.00;0.00;anomaly
0;tcp;csnet_ns;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;1;1.00;1.00;0.00;0.00;0.00;0.06;0.00;255;4;0.02;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;222;1483;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;auth;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276;14;0.00;0.00;1.00;1.00;0.05;0.06;0.00;255;14;0.05;0.07;0.00;0.00;0.00;0.00;1.00;1.00;anomaly
0;tcp;http;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;1.00;1.00;1.00;0.00;0.00;7;255;1.00;0.00;0.14;0.24;0.00;0.00;1.00;0.91;normal
0;udp;domain_u;SF;46;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;225;0.00;0.00;0.00;0.00;1.00;0.00;0.01;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;246;2719;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1;255;1.00;0.00;1.00;0.07;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;222;771;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;8;0.00;0.00;0.00;0.00;1.00;0.00;0.00;45;255;1.00;0.00;0.02;0.02;0.00;0.00;0.00;0.00;normal
0;tcp;vmnet;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258;10;1.00;1.00;0.00;0.00;0.04;0.05;0.00;255;10;0.04;0.05;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;12;1.00;1.00;0.00;0.00;0.05;0.06;0.00;255;10;0.04;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
409;tcp;telnet;SF;279;9598;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;251;113;0.45;0.01;0.00;0.00;0.80;0.88;0.00;0.00;normal
0;tcp;http;SF;226;651;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;12;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;299;447;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;26;44;0.00;0.00;0.00;0.00;1.00;0.00;0.07;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;http;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;6;1.00;1.00;0.00;0.00;0.43;0.29;0.00;94;26;0.28;0.04;0.01;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;ftp_data;SF;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0.00;0.00;0.00;0.00;1.00;0.00;0.00;11;88;0.36;0.27;0.36;0.02;0.00;0.01;0.00;0.00;normal
0;tcp;http;SF;281;1951;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;30;31;0.00;0.00;0.00;0.00;1.00;0.00;0.06;77;255;1.00;0.00;0.01;0.03;0.00;0.01;0.00;0.00;normal
0;tcp;bgp;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;25;1.00;1.00;0.00;0.00;0.18;0.05;0.00;255;25;0.10;0.05;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;udp;domain_u;SF;42;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0.00;0.00;0.00;0.00;1.00;0.00;0.50;255;245;0.96;0.01;0.01;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;ftp;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;7;1.00;1.00;0.00;0.00;0.02;0.06;0.00;255;7;0.03;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;time;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;9;1.00;1.00;0.00;0.00;0.05;0.07;0.00;255;9;0.04;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;263;453;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;15;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
36613;tcp;private;RSTR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0.00;0.00;1.00;1.00;1.00;0.00;0.00;255;2;0.01;0.50;1.00;0.00;0.00;0.00;1.00;1.00;anomaly
0;tcp;ftp;RSTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;1.00;1.00;1.00;0.00;0.00;212;43;0.20;0.02;0.00;0.00;0.00;0.00;0.06;0.12;normal
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;15;1.00;1.00;0.00;0.00;0.10;0.06;0.00;255;30;0.12;0.06;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;sql_net;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;4;1.00;1.00;0.00;0.00;0.04;0.07;0.00;255;18;0.07;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;283;1980;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;18;18;0.00;0.00;0.00;0.00;1.00;0.00;0.00;18;255;1.00;0.00;0.06;0.03;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;161;5530;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0.00;0.00;0.00;0.00;1.00;0.00;0.00;2;255;1.00;0.00;0.50;0.05;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;211;321;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;11;0.00;0.00;0.00;0.00;1.00;0.00;0.27;211;255;1.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;201;1701;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;7;0.00;0.00;0.00;0.00;1.00;0.00;0.00;32;255;1.00;0.00;0.03;0.04;0.00;0.00;0.00;0.00;normal
0;icmp;eco_i;SF;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0.00;0.00;0.00;0.00;1.00;0.00;1.00;4;112;1.00;0.00;1.00;0.25;0.00;0.00;0.00;0.00;anomaly
0;udp;other;SF;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0.00;0.00;0.00;0.00;0.33;0.67;0.00;255;1;0.00;0.67;0.95;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;16;1.00;1.00;0.00;0.00;0.22;0.05;0.00;255;5;0.02;0.06;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;ftp_data;SF;567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;53;38;0.25;0.09;0.25;0.05;0.00;0.00;0.00;0.00;normal
0;tcp;hostnames;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;2;0.00;0.00;1.00;1.00;0.01;0.07;0.00;255;2;0.01;0.08;0.00;0.00;0.00;0.00;1.00;1.00;anomaly
0;tcp;telnet;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;16;0.97;1.00;0.03;0.00;0.24;0.09;0.00;255;52;0.20;0.04;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
5043;tcp;ftp_data;SF;5131424;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;1;7;0.00;0.14;0.00;0.00;1.00;0.00;0.29;7;42;1.00;0.00;1.00;0.14;0.00;0.02;0.00;0.00;anomaly
0;tcp;http;SF;320;420;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;7;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;normal
0;icmp;eco_i;SF;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1;61;1.00;0.00;1.00;0.51;0.00;0.00;0.00;0.00;anomaly
0;tcp;smtp;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0.50;0.50;0.00;0.00;1.00;0.00;0.00;160;101;0.40;0.05;0.01;0.02;0.01;0.02;0.00;0.00;normal
0;tcp;http;SF;204;1229;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;4;0.00;0.00;0.00;0.00;1.00;0.00;0.00;54;255;1.00;0.00;0.02;0.04;0.00;0.00;0.00;0.00;normal
0;tcp;time;RSTR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;1.00;1.00;1.00;0.00;0.00;255;1;0.00;0.16;0.15;0.00;0.00;0.00;0.15;1.00;anomaly
0;tcp;ftp_data;SF;10389;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;81;0.32;0.02;0.31;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;uucp;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;13;1.00;1.00;0.00;0.00;0.09;0.06;0.00;255;13;0.05;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;344;573;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;28;60;0.04;0.03;0.00;0.00;1.00;0.00;0.08;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;exec;RSTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;16;0.00;0.00;1.00;1.00;0.11;0.06;0.00;255;9;0.04;0.06;0.00;0.00;0.00;0.00;1.00;1.00;anomaly
0;tcp;netbios_dgm;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;19;1.00;1.00;0.00;0.00;0.08;0.05;0.00;255;19;0.07;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;243;821;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;19;0.00;0.00;0.00;0.00;1.00;0.00;0.11;107;255;1.00;0.00;0.01;0.01;0.00;0.00;0.00;0.00;normal
0;icmp;ecr_i;SF;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;213;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;anomaly
0;icmp;eco_i;SF;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;45;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1;11;1.00;0.00;1.00;0.55;0.00;0.00;0.00;0.00;anomaly
0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;1;0.17;0.00;0.83;1.00;0.03;1.00;0.00;255;1;0.00;0.47;0.00;0.00;0.02;0.00;0.13;1.00;anomaly
0;udp;private;SF;105;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0.00;0.00;0.00;0.00;0.67;0.67;0.00;255;239;0.94;0.01;0.01;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;17;1.00;1.00;0.00;0.00;0.07;0.05;0.00;255;17;0.07;0.06;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
1;tcp;smtp;SF;1080;327;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0.00;0.00;0.00;0.00;1.00;0.00;1.00;202;154;0.58;0.02;0.00;0.01;0.00;0.00;0.00;0.00;normal
0;tcp;telnet;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295;7;1.00;1.00;0.00;0.00;0.02;0.05;0.00;255;7;0.03;0.05;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;3;1.00;1.00;0.00;0.00;0.02;0.07;0.00;255;14;0.05;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;Z39_50;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;2;1.00;1.00;0.00;0.00;0.01;0.06;0.00;255;5;0.02;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;smtp;SF;657;326;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0.00;0.00;0.00;0.00;0.50;1.00;0.00;255;11;0.04;0.60;0.00;0.00;0.00;0.09;0.00;0.00;normal
0;tcp;http_443;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;7;1.00;1.00;0.00;0.00;0.07;0.06;0.00;255;3;0.01;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;284;765;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;9;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;261;15455;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;22;22;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;317;315;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0.00;0.00;0.00;0.00;1.00;0.00;1.00;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;udp;domain_u;SF;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0.00;0.00;0.00;0.00;1.00;0.00;0.00;255;36;0.14;0.03;0.14;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0.00;0.00;1.00;1.00;0.50;1.00;0.00;255;1;0.00;0.60;0.56;0.00;0.01;0.00;0.57;1.00;anomaly
0;tcp;private;RSTR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;1.00;1.00;1.00;0.00;0.00;255;1;0.00;0.64;0.64;0.00;0.00;0.00;0.64;1.00;anomaly
0;udp;domain_u;SF;44;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;197;0.00;0.00;0.00;0.00;1.00;0.00;0.01;255;234;0.92;0.01;0.01;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;215;584;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;9;0.00;0.00;0.00;0.00;1.00;0.00;0.56;255;255;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;9;1.00;1.00;0.00;0.00;0.03;0.07;0.00;255;7;0.03;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;http;SF;332;2844;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;14;0.00;0.00;0.00;0.00;1.00;0.00;0.00;142;255;1.00;0.00;0.01;0.03;0.00;0.00;0.00;0.00;normal
1;tcp;smtp;SF;978;334;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0.00;0.00;0.00;0.00;1.00;0.00;1.00;128;164;0.75;0.03;0.01;0.02;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;296;5670;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;10;0.00;0.00;0.00;0.00;1.00;0.00;0.00;69;255;1.00;0.00;0.01;0.02;0.00;0.00;0.00;0.00;normal
0;tcp;telnet;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;13;1.00;1.00;0.00;0.00;0.10;0.06;0.00;255;8;0.03;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;tcp;private;REJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;10;0.00;0.00;1.00;1.00;0.07;0.06;0.00;255;6;0.02;0.09;0.00;0.00;0.00;0.00;1.00;1.00;anomaly
0;tcp;http;SF;214;9986;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;11;0.00;0.00;0.00;0.00;1.00;0.00;0.18;66;255;1.00;0.00;0.02;0.02;0.00;0.00;0.00;0.00;normal
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251;7;1.00;1.00;0.00;0.00;0.03;0.07;0.00;255;2;0.01;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;udp;ntp_u;SF;48;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;1.00;0.00;0.00;42;23;0.55;0.05;0.55;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;http;SF;226;1301;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;5;0.00;0.00;0.00;0.00;1.00;0.00;0.00;14;255;1.00;0.00;0.07;0.03;0.00;0.00;0.00;0.00;normal
0;tcp;bgp;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;17;1.00;1.00;0.00;0.00;0.08;0.07;0.00;255;12;0.05;0.08;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
0;icmp;urp_i;SF;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;8;0.00;0.00;0.00;0.00;0.40;0.10;0.00;255;16;0.06;0.01;0.06;0.00;0.00;0.00;0.00;0.00;normal
0;tcp;private;S0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;2;1.00;1.00;0.00;0.00;0.01;0.07;0.00;255;5;0.02;0.07;0.00;0.00;1.00;1.00;0.00;0.00;anomaly
